Record ID	Category	Component	Blueprint/Defaults path	Derived-ledger key	PR #66 path	PR #66 value	Current value	Authority class	Resolution state	Evidence source	Evidence type	Current blocker	Owner	RPC required	Deployment required	Downstream consumer	Recommended action	Notes
P-H04-184	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.debtTerms.liqFee.	Defaults.assetConfigs[SGREEN].config.debtTerms.liqFee	P-H04-184	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.debtTerms.liqFee	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-185	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.debtTerms.borrowRate.	Defaults.assetConfigs[SGREEN].config.debtTerms.borrowRate	P-H04-185	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.debtTerms.borrowRate	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-186	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.debtTerms.daowry.	Defaults.assetConfigs[SGREEN].config.debtTerms.daowry	P-H04-186	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.debtTerms.daowry	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-187	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.shouldBurnAsPayment.	Defaults.assetConfigs[SGREEN].config.shouldBurnAsPayment	P-H04-187	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.shouldBurnAsPayment	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-188	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.shouldTransferToEndaoment.	Defaults.assetConfigs[SGREEN].config.shouldTransferToEndaoment	P-H04-188	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.shouldTransferToEndaoment	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-189	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.shouldSwapInStabPools.	Defaults.assetConfigs[SGREEN].config.shouldSwapInStabPools	P-H04-189	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.shouldSwapInStabPools	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-190	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.shouldAuctionInstantly.	Defaults.assetConfigs[SGREEN].config.shouldAuctionInstantly	P-H04-190	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.shouldAuctionInstantly	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-191	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.canDeposit.	Defaults.assetConfigs[SGREEN].config.canDeposit	P-H04-191	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.canDeposit	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-192	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.canWithdraw.	Defaults.assetConfigs[SGREEN].config.canWithdraw	P-H04-192	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.canWithdraw	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-193	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.canRedeemCollateral.	Defaults.assetConfigs[SGREEN].config.canRedeemCollateral	P-H04-193	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.canRedeemCollateral	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-194	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.canRedeemInStabPool.	Defaults.assetConfigs[SGREEN].config.canRedeemInStabPool	P-H04-194	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.canRedeemInStabPool	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-195	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.canBuyInAuction.	Defaults.assetConfigs[SGREEN].config.canBuyInAuction	P-H04-195	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.canBuyInAuction	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-196	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.canClaimInStabPool.	Defaults.assetConfigs[SGREEN].config.canClaimInStabPool	P-H04-196	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.canClaimInStabPool	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-197	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.specialStabPoolId.	Defaults.assetConfigs[SGREEN].config.specialStabPoolId	P-H04-197	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.specialStabPoolId	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-198	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.customAuctionParams.hasParams.	Defaults.assetConfigs[SGREEN].config.customAuctionParams.hasParams	P-H04-198	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.customAuctionParams.hasParams	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-199	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.customAuctionParams.startDiscount.	Defaults.assetConfigs[SGREEN].config.customAuctionParams.startDiscount	P-H04-199	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.customAuctionParams.startDiscount	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-200	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.customAuctionParams.maxDiscount.	Defaults.assetConfigs[SGREEN].config.customAuctionParams.maxDiscount	P-H04-200	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.customAuctionParams.maxDiscount	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-201	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.customAuctionParams.delay.	Defaults.assetConfigs[SGREEN].config.customAuctionParams.delay	P-H04-201	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.customAuctionParams.delay	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-202	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.customAuctionParams.duration.	Defaults.assetConfigs[SGREEN].config.customAuctionParams.duration	P-H04-202	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.customAuctionParams.duration	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-203	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.whitelist.	Defaults.assetConfigs[SGREEN].config.whitelist	P-H04-203	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.whitelist	"""empty(address)"""	"""empty(address)"""	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-204	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[SGREEN].config.isNft.	Defaults.assetConfigs[SGREEN].config.isNft	P-H04-204	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[SGREEN].config.isNft	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-205	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].asset.	Defaults.assetConfigs[WETH].asset	P-H04-205	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].asset	"""0x0Bd7D308f8E1639FAb988df18A8011f41EAcAD73"""	"""0x0Bd7D308f8E1639FAb988df18A8011f41EAcAD73"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:WETH:unverified	D-H04-22	yes	no	Independent external-fact verification; DefaultsRobinhood source and derived-ledger synchronization	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-206	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.vaultIds.	Defaults.assetConfigs[WETH].config.vaultIds	P-H04-206	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.vaultIds	"""[3]"""	[3]	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-207	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.stakersPointsAlloc.	Defaults.assetConfigs[WETH].config.stakersPointsAlloc	P-H04-207	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.stakersPointsAlloc	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-208	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.voterPointsAlloc.	Defaults.assetConfigs[WETH].config.voterPointsAlloc	P-H04-208	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.voterPointsAlloc	0	0	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-209	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.perUserDepositLimit.	Defaults.assetConfigs[WETH].config.perUserDepositLimit	P-H04-209	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.perUserDepositLimit	"""2500000000000000000"""	2500000000000000000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-210	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.globalDepositLimit.	Defaults.assetConfigs[WETH].config.globalDepositLimit	P-H04-210	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.globalDepositLimit	"""5000000000000000000"""	5000000000000000000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-211	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.minDepositBalance.	Defaults.assetConfigs[WETH].config.minDepositBalance	P-H04-211	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.minDepositBalance	"""100000000000000"""	100000000000000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-212	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.debtTerms.ltv.	Defaults.assetConfigs[WETH].config.debtTerms.ltv	P-H04-212	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.debtTerms.ltv	7000	7000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-213	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.debtTerms.redemptionThreshold.	Defaults.assetConfigs[WETH].config.debtTerms.redemptionThreshold	P-H04-213	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.debtTerms.redemptionThreshold	7700	7700	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-214	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.debtTerms.liqThreshold.	Defaults.assetConfigs[WETH].config.debtTerms.liqThreshold	P-H04-214	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.debtTerms.liqThreshold	8000	8000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-215	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.debtTerms.liqFee.	Defaults.assetConfigs[WETH].config.debtTerms.liqFee	P-H04-215	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.debtTerms.liqFee	1000	1000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-216	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.debtTerms.borrowRate.	Defaults.assetConfigs[WETH].config.debtTerms.borrowRate	P-H04-216	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.debtTerms.borrowRate	700	700	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-217	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.debtTerms.daowry.	Defaults.assetConfigs[WETH].config.debtTerms.daowry	P-H04-217	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.debtTerms.daowry	25	25	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-218	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.shouldBurnAsPayment.	Defaults.assetConfigs[WETH].config.shouldBurnAsPayment	P-H04-218	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.shouldBurnAsPayment	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-219	PR #66 selected input	Owner-selected PR #66 Profile 1 value for Defaults.assetConfigs[WETH].config.shouldTransferToEndaoment.	Defaults.assetConfigs[WETH].config.shouldTransferToEndaoment	P-H04-219	contracts/config/DefaultsRobinHood.vy::Defaults.assetConfigs[WETH].config.shouldTransferToEndaoment	false	false	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
